name,type,lat,lng,address,phone,source,gmaps
Home mens club,catering,13.7424534,100.5614338,"Home mens club, 167, Soi Sukhumvit 21 Soi 3, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7424534,100.5614338"
Honest Mistake,catering,13.7884754,100.5483274,"Honest Mistake, 488, Phahon Yothin Road, Phaya Thai District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7884754,100.5483274"
Honey House Cafe & Restaurant,catering,13.7326327,100.5650484,"Honey House Cafe & Restaurant, Soi Sukhumvit 22, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7326327,100.5650484"
Horn,nightclub,13.7284617,100.5329437,71-73 Soi Si Lom 4 Bang Rak,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7284617,100.5329437"
Hotaru,catering,13.7325003,100.5828034,"Hotaru, Soi Thong Lo 10, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7325003,100.5828034"
House of HEALS,catering,13.7427012,100.5419026,"House of HEALS, 518/8, Soi Mahatlek Luang 1, Pathum Wan District, 10330, Thailand",+66993366262,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7427012,100.5419026"
Hu'u Bar,catering,13.720795,100.5280414,"Hu'u Bar, Sathon Tai Road, Sathon District, 10120, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.720795,100.5280414"
Hyde & Seek,bar,13.7294748,100.5358685,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7294748,100.5358685"
Ice Cream Cocktails,catering,13.7148399,100.5942398,"Ice Cream Cocktails, Soi Pridi Banomyong 3, Vadhana District, 12060, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7148399,100.5942398"
Illionaire,adult,13.7312774,100.5877065,"Illionaire, 124/7, Soi Ekkamai 14, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7312774,100.5877065"
In Love,bar,13.7778397,100.5585528,28/3 ซอยวิภาวดีรังสิต 2 ดินแดง,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7778397,100.5585528"
Independence Cocktail Bar,catering,13.7396398,100.5147563,"Independence Cocktail Bar, 687, Maitri Chit Road, Pom Prap Sattru Phai District, 10100, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7396398,100.5147563"
Insanity nightclub,nightclub,13.7450234,100.5566245,32/2 ถนนสุขุมวิท ซอย11,+66 082 731 8885,OSM,"https://www.google.com/maps/search/?api=1&query=13.7450234,100.5566245"
Irish Pub,pub,13.7395337,100.5584663,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7395337,100.5584663"
Iron Balls,catering,13.728151,100.573137,"Iron Balls, Sukhumvit Road, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.728151,100.573137"
Iron Balls Gin Destillery,catering,13.7232495,100.5842144,"Iron Balls Gin Destillery, Soi Sukhumvit 63, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7232495,100.5842144"
Is Orange,building,13.7583529,100.4981325,"Is Orange, Khao San Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7583529,100.4981325"
Izumo Green,adult,13.7392893,100.5620456,"Izumo Green, Asok Montri Road, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7392893,100.5620456"
J.Boroski,catering,13.7301306,100.5807891,"J.Boroski, Soi Sukhumvit 55, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7301306,100.5807891"
Jack's Bar,catering,13.7223567,100.5135725,"Jack's Bar, 62/1, Soi Charoen Krung 42, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7223567,100.5135725"
JAM,adult,13.7171049,100.5203613,"JAM, Soi Charoen Rat 1, Sathon District, 10120, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7171049,100.5203613"
Jazz Happens,bar,13.7620197,100.4935959,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7620197,100.4935959"
JJ’s Music Bar,catering,13.7294013,100.5353959,"JJ’s Music Bar, Soi Si Lom 2, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7294013,100.5353959"
Jools Bar,bar,13.7652068,100.5001256,160 ถนนสามเสน,+66 20 700 469,OSM,"https://www.google.com/maps/search/?api=1&query=13.7652068,100.5001256"
Jungle Jims,bar,13.7369172,100.56237,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7369172,100.56237"
Junker and Bar,building,13.72029,100.5377502,"Junker and Bar, 454, Suan Phlu Road, Sathon District, 10120, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.72029,100.5377502"
K & S,pub,13.7413879,100.5530334,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7413879,100.5530334"
Karaoke City,adult,13.816474,100.6221612,"Karaoke City, Pradit Manutham Road, Lat Phrao District, 10230, Thailand",+66 92 481 3727,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.816474,100.6221612"
Kazy Kozi,adult,13.7368893,100.5626936,"Kazy Kozi, 9/4, Soi Sukhumvit 23, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7368893,100.5626936"
Khao San Pub Crawl,catering,13.7585175,100.4961982,"Khao San Pub Crawl, 81, Trok Mayom, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7585175,100.4961982"
Khao San Road,adult,13.7596326,100.4957593,"Khao San Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7596326,100.4957593"
Khaosan Bar,bar,13.7592633,100.4962551,54-56 ถนนข้าวสาร พระนคร,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7592633,100.4962551"
Kicking Donkey,building,13.7390206,100.5533445,"Kicking Donkey, Soi Sukhumvit 6, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7390206,100.5533445"
King Indian Night Club,nightclub,13.7405168,100.5531606,คลองเตย,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7405168,100.5531606"
King's Garden,catering,13.7289676,100.5320656,"King's Garden, Thanon Phat Phong 2, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7289676,100.5320656"
Kush,nightclub,13.725608,100.5698925,,0883444400,OSM,"https://www.google.com/maps/search/?api=1&query=13.725608,100.5698925"
Kū bar,catering,13.7588735,100.5036966,"Kū bar, Phra Sumen Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7588735,100.5036966"
La Amistad BKK,catering,13.7396694,100.5654902,"La Amistad BKK, Soi 100 Pi Sayam Samakhom, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7396694,100.5654902"
La Belle,adult,13.7493523,100.56607,"La Belle Entertainment Comples, Kamphaeng Phet 7 Road, Huai Khwang District, 10310, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7493523,100.56607"
La Casa del Habano Sindhorn Kempinski,bar,13.73659,100.5434945,68/3 ถนนสารสิน,02 252 8228,OSM,"https://www.google.com/maps/search/?api=1&query=13.73659,100.5434945"
La Lance,catering,13.7593048,100.4966503,"La Lance, Khao San Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7593048,100.4966503"
Lady Boy Bar,bar,13.7370284,100.5624789,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7370284,100.5624789"
Lan Lom Udomsuk,catering,13.6777988,100.6361211,"Lan Lom Udomsuk, Udom Suk Road, Bang Na District, 10260, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.6777988,100.6361211"
Laos Terrance,catering,13.8290365,100.4865378,"Laos Terrance, Bang Pai Pattana - Yak Wat Amarit Road, Bang Phai Subdistrict, 11000, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.8290365,100.4865378"
Las Vegas Nana,building,13.7410005,100.5528967,"Las Vegas Nana, Soi Sukhumvit 4, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7410005,100.5528967"
LBBBBU,building,13.7205796,100.5376366,"LBBBBU, 184, Suan Phlu Road, Sathon District, 10120, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7205796,100.5376366"
Le Champagne,catering,13.7447969,100.540733,"Le Champagne, Phloen Chit Road, Pathum Wan District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7447969,100.540733"
LEB_BAR_BKK,catering,13.7433442,100.5050544,"LEB_BAR_BKK, Soi Luan Rit, Samphanthawong District, 10100, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7433442,100.5050544"
Led,adult,13.7507003,100.575889,"Led, RCA Alley, Huai Khwang District, 10310, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7507003,100.575889"
Lee La,catering,13.7490768,100.5045736,"Lee La, Paribatra Road, Pom Prap Sattru Phai District, 10100, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7490768,100.5045736"
Lemon Bangkok,catering,13.7291456,100.5728641,"Lemon Bangkok, Soi Sukhumvit 43, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7291456,100.5728641"
Lemon Club Japanese Karaoke,catering,13.7382668,100.5651396,"Lemon Club Japanese Karaoke, Soi Sukhumvit 27, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7382668,100.5651396"
Let the boy die,catering,13.7465873,100.5113441,"Let the boy die, Luang Road, Pom Prap Sattru Phai District, 10100, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7465873,100.5113441"
Levels,adult,13.7443925,100.5559609,"levels club,lounge&terrace, 35, Soi Sukhumvit 11, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7443925,100.5559609"
Liquid,catering,13.7778076,100.5608483,"Liquid, Soi Vibhavadi Rangsit 2, Din Daeng District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7778076,100.5608483"
Little Bar,catering,13.7639364,100.499565,"Little Bar, Soi Samsen 4, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7639364,100.499565"
Little Wine Bar,bar,13.7380048,100.563281,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7380048,100.563281"
Live Lounge,catering,13.7411643,100.5577315,"Live Lounge, 10, Soi Sukhumvit 13, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7411643,100.5577315"
Live RCA,adult,13.7467699,100.5814873,"Live RCA, Soi Phetchaburi 47 Yaek 3-1, Huai Khwang District, 10310, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7467699,100.5814873"
Lolipop,catering,13.7416088,100.5531842,"Lolipop, Soi Sukhumvit 4, Khlong Toei District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7416088,100.5531842"
Lolita's,catering,13.7392395,100.5556686,"Lolita's, Soi Sukhumvit 6, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7392395,100.5556686"
Lollipop 2,bar,13.737045,100.5571061,19/4 ซอยสุขุมวิท 10 คลองเตย,,OSM,"https://www.google.com/maps/search/?api=1&query=13.737045,100.5571061"
Long Gun,catering,13.7369489,100.5618736,"Long Gun, 4/5, Soi Cowboy, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7369489,100.5618736"
Lost Land,pub,13.7262045,100.580129,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7262045,100.580129"
Lucky Beer,catering,13.7591308,100.4970023,"Lucky Beer, Khao San Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7591308,100.4970023"
Lucky Karaoke,adult,13.9047456,100.5381926,"Lucky Karaoke, 58/71, Soi Chaeng Watthana - Pak Kret 33, Khlong Kluea Subdistrict, 11120, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.9047456,100.5381926"
Lun La karaoke,building,13.8226942,100.5962265,"Lun La karaoke, Chok Chai 4 Road, Lat Phrao District, 10230, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.8226942,100.5962265"
Lush Rooftop,bar,13.7428952,100.5563321,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7428952,100.5563321"
Madame Musur,building,13.762158,100.4949425,"Madame Musur, Soi Ram Buttri, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.762158,100.4949425"
Maggie Choo,catering,13.7230002,100.5184573,"Maggie Choo, 320, Si Lom Road, Bang Rak District, 10500, Thailand",026356055,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7230002,100.5184573"
Mahaniyom,bar,13.729085,100.5183035,104 ถนนมหาเศรษฐ์,,OSM,"https://www.google.com/maps/search/?api=1&query=13.729085,100.5183035"
Mambo Mambo,bar,13.7266843,100.5380006,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7266843,100.5380006"
Mandarin,bar,13.741233,100.5531661,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.741233,100.5531661"
Mango Tree,catering,13.69216,100.7478362,"Mango Tree, ถนนสุวรรณภูมิ 5, Nong Prue Subdistrict, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.69216,100.7478362"
Mansion 7 Night Alive,adult,13.7812466,100.5744095,"Mansion 7 Night Alive, Soi Ratchadaphisek 14 Yaek 2, Huai Khwang District, 10310, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7812466,100.5744095"
MASH,pub,13.727335,100.5332686,2/3 ถนนคอนแวนต์ บางรัก,,OSM,"https://www.google.com/maps/search/?api=1&query=13.727335,100.5332686"
McCafe',catering,13.8285352,100.568701,"McCafe', 1839, Phahon Yothin Road, Chatuchak District, 10900, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.8285352,100.568701"
Me Smile,building,13.7258105,100.7636063,"Me Smile, ซอยแสงภากรณ์, Lat Krabang District, 10520, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7258105,100.7636063"
Me Smile Craft Beer,building,13.7255776,100.7637819,"Me Smile Craft Beer, ซอยแสงภากรณ์, Lat Krabang District, 10520, Thailand",+66 86 347 1024,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7255776,100.7637819"
Meet Armand!,bar,13.7285972,100.5283212,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7285972,100.5283212"
Meeting Point,bar,13.8290841,100.5695539,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.8290841,100.5695539"
Mello Yello,adult,13.7500749,100.5765435,"Mello Yello, Royal City Avenue, Huai Khwang District, 10310, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7500749,100.5765435"
Mellow,bar,13.7345511,100.5829866,ซอยสุขุมวิท 55,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7345511,100.5829866"
Miami Beat,building,13.6204562,100.6237239,"Miami Beat, Srinagarindra Road, Bang Mueang Subdistrict Municipality, Thepharak Subdistrict, 10270, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.6204562,100.6237239"
Midnight Bar,catering,13.7370257,100.5625173,"Midnight Bar, 4/27, Soi Cowboy, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7370257,100.5625173"
Mikkeller,catering,13.7277732,100.5884555,"Mikkeller, 26, Soi Ekkamai 10, Vadhana District, 10110, Thailand",023819891,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7277732,100.5884555"
Mirai Club Karaoke,adult,13.737953,100.5666137,"Mirai Club Karaoke, Soi Sukhumvit 31, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.737953,100.5666137"
Mitu Massage,bar,13.7345269,100.5678153,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7345269,100.5678153"
mixer,catering,13.661608,100.5375782,"mixer, Sri Kueankan Road, Talat Subdistrict, 10130, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.661608,100.5375782"
Molly Bar,building,13.7592033,100.4979985,"Molly Bar, Sunset Street, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7592033,100.4979985"
Molly Malone's,bar,13.7274447,100.5334988,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7274447,100.5334988"
Monet Club,adult,13.7335619,100.5672545,"Monet Club, Soi Sukhumvit 33, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7335619,100.5672545"
Money Club Bangkok,bar,13.77217,100.6077562,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.77217,100.6077562"
Monkey Shake,catering,13.914346,100.5476516,"Monkey Shake, Popular1 Road, Ban Mai Subdistrict, 11120, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.914346,100.5476516"
Monster Bar,catering,13.7628241,100.4996381,"Monster Bar, Soi Samsen 2, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7628241,100.4996381"
Moon Bar - Rooftop,catering,13.8311892,100.5592884,"Moon Bar - Rooftop, 1/24, Soi Vibhavadi Rangsit 38, Chatuchak District, 10900, Thailand",+66 86 536 6445,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.8311892,100.5592884"
Moonshine Joint,catering,13.7369131,100.5624112,"Moonshine Joint, 4/19, Soi Cowboy, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7369131,100.5624112"
Motu Bangkok,catering,13.7481497,100.4965259,"Motu Bangkok, Atsadang Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7481497,100.4965259"
Move on Ekkamai,catering,13.7196685,100.5853364,"Move on Ekkamai, Sukhumvit Road, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7196685,100.5853364"
Mr. Shake,bar,13.8282397,100.5678951,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.8282397,100.5678951"
Muay Thai,bar,13.751683,100.532029,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.751683,100.532029"
Mulligan's,catering,13.7438394,100.5568093,"Mulligan's, Soi Sukhumvit 11, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7438394,100.5568093"
Mulligans,catering,13.7584275,100.4984863,"Mulligans, Khao San Road, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7584275,100.4984863"
Murmur,bar,13.7636211,100.4990064,59-61 Samsen Rd พระนคร,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7636211,100.4990064"
Murphy’s Irish Pub,catering,13.7374177,100.562902,"Murphy’s Irish Pub, Soi Sukhumvit 23, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7374177,100.562902"
Music Cafe,catering,13.7289144,100.5318967,"Music Cafe, Soi Phat Phong 1/2, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7289144,100.5318967"
Music Sciety,catering,13.75172,100.531831,"Music Sciety, Phaya Thai Road, Ratchathewi District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.75172,100.531831"
Mustache Bar,catering,13.7733932,100.5713025,"Mustache Bar, Soi Ratchadaphisek 7, Din Daeng District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7733932,100.5713025"
My friend's bar,catering,13.7615702,100.495685,"My friend's bar, Soi Ram Buttri, Phra Nakhon District, 10200, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.7615702,100.495685"
Nana Beer Garden,catering,13.741362,100.5532701,"Nana Beer Garden, Soi Sukhumvit 4, Khlong Toei District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.741362,100.5532701"
Nang Kwak,catering,13.7326645,100.5822892,"Nang Kwak, Soi Sukhumvit 55, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7326645,100.5822892"
Narcissus,adult,13.7379967,100.5656188,"Narcissus, Soi Sukhumvit 27, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7379967,100.5656188"
New Twilight Man Club,catering,13.7281423,100.5289124,"New Twilight Man Club, 43, Soi Anuman Rajdhon, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7281423,100.5289124"
New Victoria,catering,13.7409263,100.5555962,"New Victoria, Soi Sukhumvit 7/1, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7409263,100.5555962"
Nineteens Up,catering,13.7231326,100.5209407,"Nineteens Up, Soi Si Lom 19, Bang Rak District, 10500, Thailand",+66966496919,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7231326,100.5209407"
No Bar Wine Bar,building,13.7783705,100.546763,"No Bar Wine Bar, 128/10, Soi Phahon Yothin 2, Phaya Thai District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7783705,100.546763"
Nuada,adult,13.6192855,100.622158,"Nuada, Srinagarindra Road, Bang Mueang Subdistrict Municipality, 10270, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.6192855,100.622158"
Nunglen,nightclub,13.7315485,100.5864783,วัฒนา,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7315485,100.5864783"
"O'Reilly's Irish Pub (soon to be Hooters, they're hiring)",catering,13.7286035,100.5340639,"O'Reilly's Irish Pub, Thaniya Road, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7286035,100.5340639"
Oasis,bar,13.7369586,100.562532,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7369586,100.562532"
Obsession,catering,13.7412721,100.5534866,"Obsession, Sukhumvit Road, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7412721,100.5534866"
Ochaya,catering,13.82799,100.5674824,"Ochaya, Ratchadaphisek Road, Chatuchak District, 10900, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.82799,100.5674824"
Octagon Bar,catering,13.7435304,100.5439474,"Octagon Bar, 540, Phloen Chit Road, Pathum Wan District, 10330, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7435304,100.5439474"
Octave Roof Top Bar,catering,13.7235507,100.5804596,"Octave Roof Top Bar, 2, Soi Sukhumvit 57, Vadhana District, 10110, Thailand",027970000,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7235507,100.5804596"
Old German Beer House,catering,13.7426673,100.5564262,"Old German Beer House, Soi Sukhumvit 11, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7426673,100.5564262"
Old Other Office Bar,bar,13.7294824,100.5321267,37/9 ถนนพัฒน์พงศ์ 2 บางรัก,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7294824,100.5321267"
Old Other Place,catering,13.7278198,100.5257441,"Old Other Place, Soi Anuman Rajdhon 1, Bang Rak District, 10500, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7278198,100.5257441"
Om’s Living Room,catering,13.723606,100.5253332,"Om’s Living Room, Soi Si Lom 11, Bang Rak District, 10500, Thailand",+66811720724,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.723606,100.5253332"
On Top,catering,13.7582689,100.4979939,"On Top, Soi Damnoen Klang Nuea, Phra Nakhon District, 10200, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7582689,100.4979939"
onyx bangkok,catering,13.7523021,100.5748031,"onyx bangkok, Royal City Avenue, Huai Khwang District, 10310, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7523021,100.5748031"
Oops! Bar,building,13.7211035,100.7710737,"Oops! Bar, ซอยลาดกระบัง 42/4, Lat Krabang District, 10520, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7211035,100.7710737"
orange message,catering,13.7342318,100.5660935,"orange message, Soi Sukhumvit 31, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7342318,100.5660935"
Otto Bar,catering,13.733538,100.5651024,"Otto Bar, Soi Sukhumvit 22, Khlong Toei District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.733538,100.5651024"
Outer Room,catering,13.7398952,100.5654595,"Outer Room, Soi 100 Pi Sayam Samakhom, Vadhana District, 10110, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7398952,100.5654595"
Oxa Pub & Restaurant,catering,13.7813968,100.5740279,"Oxa Pub & Restaurant, Ratchadaphisek Road, Din Daeng District, 10400, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7813968,100.5740279"
Oxxi's Bar,catering,13.759362,100.4960593,"Oxxi's Bar, Tom Yum Kung, Phra Nakhon District, 10200, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.759362,100.4960593"
O’Glee,bar,13.7799569,100.5436448,,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7799569,100.5436448"
P. Wisal,adult,13.6205935,100.6242052,"P. Wisal, Thanaphirom Soi 6 Road, Bang Mueang Subdistrict Municipality, Thepharak Subdistrict, 10270, Thailand",,Geoapify,"https://www.google.com/maps/search/?api=1&query=13.6205935,100.6242052"
PaK Soi Samakom,building,13.8224731,100.5965056,"PaK Soi Samakom, Chok Chai 4 Soi 78, Lat Phrao District, 10230, Thailand",,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.8224731,100.5965056"
Pakalolo Cannabis Bar & Dispensary - Khaosan,bar,13.7620229,100.5015255,53 Phra Sumen Rd.,,OSM,"https://www.google.com/maps/search/?api=1&query=13.7620229,100.5015255"
Pakalolo Cannabis Bar & Dispensary - Sukhumvit 24,catering,13.7253836,100.5674636,"Pakalolo Cannabis Bar & Dispensary - Sukhumvit 24, 1F, Zone B, No. 49, Sahai Place, Soi Sukhumvit 24, Khlong Toei District, 10110, Thailand",093-754-9252,Geoapify+OSM,"https://www.google.com/maps/search/?api=1&query=13.7253836,100.5674636"
